flightTime,flightMode,stateShiranui3,stateBuzzer,pressure,temperature,altitude,descentCount,accelerationX,accelerationY,accelerationZ,gyroX,gyroY,gyroZ,yaw,pitch,roll,voltage33,voltage5,voltage12
28.97,4,0,1,100325.05,20.07,158.33,167,0.35,-0.01,0.93,-10.00,-8.05,-193.96,198.64,5.22,-69.71,3.30,4.89,11.86
28.99,4,0,1,100329.40,20.06,157.97,168,0.35,-0.01,0.92,-8.17,-4.27,-200.98,197.99,3.29,-69.78,3.30,4.88,11.88
29.01,4,0,1,100332.01,20.05,157.75,169,0.30,-0.00,0.95,-4.51,-2.74,-206.89,197.31,1.31,-69.79,3.30,4.87,11.94
29.03,4,0,1,100337.16,20.06,157.32,170,0.21,0.03,0.92,-1.10,-0.24,-213.54,196.57,-0.71,-69.74,3.30,4.87,11.89
29.06,4,0,1,100339.75,20.06,157.10,171,0.23,0.04,0.93,1.46,3.17,-220.73,195.77,-2.78,-69.63,3.30,4.87,11.89
29.08,4,0,1,100341.47,20.06,156.96,172,0.25,-0.04,0.99,3.60,7.20,-227.87,194.90,-4.91,-69.47,3.30,4.88,11.89
29.10,4,0,1,100339.75,20.06,157.10,173,0.20,0.06,0.89,3.90,10.85,-232.56,193.97,-7.07,-69.27,3.30,4.87,11.89
29.12,4,0,1,100343.20,20.05,156.81,174,0.18,0.07,0.88,5.55,13.60,-237.26,192.98,-9.25,-69.01,3.29,4.87,11.89
29.14,4,0,1,100344.06,20.06,156.74,175,0.13,0.11,0.94,4.51,16.16,-239.63,191.94,-11.43,-68.71,3.30,4.87,11.86
29.16,4,0,1,100361.28,20.07,155.30,176,0.05,0.19,0.88,4.76,18.54,-240.98,190.84,-13.61,-68.36,3.30,4.87,11.86
29.18,4,0,1,100359.59,20.06,155.44,177,0.00,0.17,0.97,2.20,21.10,-241.46,189.70,-15.77,-67.99,3.30,4.87,11.88
29.21,4,0,1,100369.08,20.05,154.64,178,-0.10,0.23,0.94,0.49,21.95,-241.95,188.51,-17.92,-67.58,3.30,4.89,11.75
29.23,4,0,1,100365.66,20.05,154.93,179,-0.16,0.29,0.87,-2.01,22.20,-242.44,187.29,-20.06,-67.14,3.30,4.87,11.73
29.25,4,0,1,100369.94,20.06,154.57,180,-0.22,0.23,0.89,-3.90,21.04,-242.56,186.04,-22.20,-66.67,3.30,4.89,11.84
29.27,4,0,1,100375.12,20.06,154.14,181,-0.36,0.22,1.01,-5.37,18.60,-241.28,184.77,-24.31,-66.18,3.30,4.87,11.76
29.30,4,0,1,100368.25,20.05,154.71,182,-0.40,0.09,0.99,-8.23,15.73,-241.65,183.50,-26.42,-65.66,3.30,4.88,11.89
29.32,4,0,1,100375.12,20.06,154.14,183,-0.42,0.08,0.98,-9.82,12.74,-241.83,182.20,-28.54,-65.11,3.30,4.87,11.84
29.34,4,0,1,100384.61,20.05,153.34,184,-0.45,0.05,1.03,-12.26,7.99,-243.54,180.90,-30.68,-64.54,3.30,4.87,11.89
29.36,4,0,1,100389.78,20.05,152.91,185,-0.48,0.14,1.06,-12.50,2.93,-245.00,179.58,-32.84,-63.92,3.30,4.87,11.89
29.38,4,0,1,100393.23,20.06,152.62,186,-0.55,0.20,1.00,-16.10,-1.77,-247.13,178.24,-35.03,-63.29,3.30,4.88,11.94
29.40,4,0,1,100401.00,20.06,151.97,187,-0.54,0.12,1.03,-18.23,-6.95,-247.50,176.88,-37.23,-62.63,3.30,4.87,11.86
29.42,4,0,1,100404.48,20.05,151.68,188,-0.65,0.26,1.07,-19.88,-13.48,-249.51,175.52,-39.48,-61.94,3.30,4.87,11.94
29.44,4,0,1,100401.00,20.06,151.97,189,-0.62,0.21,1.02,-22.80,-21.40,-248.54,174.17,-41.73,-61.25,3.30,4.87,11.86
29.47,4,0,1,100398.44,20.04,152.18,190,-0.64,0.10,1.01,-22.62,-29.09,-245.00,172.84,-43.98,-60.54,3.30,4.89,11.99
29.49,4,0,1,100407.07,20.05,151.46,191,-0.54,0.03,0.94,-22.26,-37.13,-240.67,171.56,-46.21,-59.82,3.30,4.87,11.84
29.51,4,0,1,100409.66,20.05,151.25,192,-0.54,-0.06,0.95,-21.59,-41.59,-234.70,170.28,-48.40,-59.06,3.29,4.87,12.02
29.53,4,0,1,100413.97,20.04,150.88,193,-0.49,-0.14,0.91,-16.95,-49.76,-228.60,169.05,-50.57,-58.27,3.30,4.87,11.88
29.55,4,0,1,100417.42,20.05,150.60,194,-0.36,-0.29,0.87,-12.13,-54.09,-223.05,167.83,-52.69,-57.41,3.30,4.87,11.88
29.57,4,0,1,100427.77,20.05,149.73,195,-0.30,-0.25,0.83,-5.49,-57.13,-217.99,166.57,-54.78,-56.42,3.30,4.88,11.79
29.59,4,0,1,100432.95,20.05,149.30,196,-0.33,-0.31,0.83,0.73,-61.10,-214.63,165.27,-56.85,-55.32,3.29,4.87,11.71
29.61,4,0,1,100428.63,20.04,149.66,197,-0.25,-0.29,0.78,6.89,-62.74,-211.77,163.88,-58.88,-54.05,3.30,4.87,11.75
29.64,4,0,1,100431.24,20.02,149.44,198,-0.13,-0.27,0.82,14.45,-64.15,-209.94,162.33,-60.90,-52.55,3.30,4.87,11.62
29.66,4,0,1,100438.15,20.03,148.86,199,-0.05,-0.30,0.84,20.85,-63.54,-207.56,160.59,-62.87,-50.78,3.30,4.87,11.79
29.68,4,0,1,100438.98,20.04,148.79,200,0.00,-0.27,0.83,27.50,-61.34,-206.40,158.54,-64.78,-48.65,3.30,4.88,11.83
29.70,4,0,1,100456.25,20.05,147.35,201,0.09,-0.18,0.81,34.57,-58.90,-205.67,156.12,-66.65,-46.08,3.30,4.87,11.71
29.73,4,0,1,100454.52,20.04,147.49,202,0.27,-0.15,0.86,39.45,-54.82,-207.99,153.12,-68.45,-42.90,3.30,4.87,11.59
29.75,4,0,1,100455.38,20.04,147.42,203,0.32,-0.12,0.92,44.57,-48.96,-210.73,149.41,-70.15,-38.96,3.30,4.87,11.76
29.77,4,0,1,100460.55,20.04,146.99,204,0.41,-0.02,0.91,46.83,-43.48,-214.02,144.79,-71.72,-34.11,3.30,4.87,11.76
29.79,4,0,1,100462.28,20.04,146.84,205,0.46,0.05,0.85,48.29,-35.06,-219.27,139.02,-73.11,-28.11,3.31,4.87,11.62
29.81,4,0,1,100470.05,20.04,146.19,206,0.34,0.13,0.87,50.61,-28.96,-224.45,132.03,-74.25,-20.87,3.30,4.87,11.70
29.83,4,0,1,100480.39,20.04,145.33,207,0.35,0.09,0.86,49.15,-22.44,-229.63,123.83,-75.06,-12.47,3.30,4.87,11.86
29.85,4,0,1,100482.13,20.05,145.18,208,0.34,0.19,0.86,48.23,-15.30,-234.88,114.64,-75.47,-3.08,3.30,4.88,11.92
29.87,4,0,1,100473.50,20.04,145.90,209,0.34,0.31,0.94,44.94,-10.06,-242.20,104.89,-75.43,6.81,3.30,4.87,11.83
29.90,4,0,1,100479.56,20.03,145.40,210,0.26,0.36,0.85,40.49,-3.72,-249.09,95.26,-74.89,16.53,3.30,4.87,11.81
29.92,4,0,1,100487.30,20.05,145.18,211,0.18,0.41,0.88,37.01,-0.73,-255.67,86.34,-73.91,25.50,3.30,4.88,11.78
29.94,4,0,1,100487.30,20.05,144.75,212,0.17,0.48,0.91,30.98,2.56,-263.11,78.44,-72.52,33.37,3.30,4.87,11.81
29.96,4,0,1,100491.61,20.04,144.39,213,0.09,0.47,0.96,26.83,4.21,-271.10,71.65,-70.80,40.08,3.29,4.88,11.76
29.98,4,0,1,100497.66,20.05,143.88,214,0.05,0.44,0.94,20.06,5.00,-279.09,65.88,-68.79,45.69,3.30,4.87,11.55
30.00,4,0,1,100501.10,20.04,144.03,215,-0.05,0.54,0.96,15.30,3.96,-287.20,60.96,-66.56,50.40,3.30,4.87,11.59
30.02,4,0,1,100498.52,20.04,143.81,216,-0.15,0.59,0.95,8.35,1.40,-291.89,56.75,-64.18,54.29,3.30,4.87,11.71
30.04,4,0,1,100511.45,20.04,142.73,217,-0.16,0.53,0.93,3.96,-1.46,-294.09,53.16,-61.69,57.52,3.30,4.87,11.67
30.07,4,0,1,100511.45,20.04,142.73,218,-0.26,0.49,0.92,0.73,-5.61,-293.60,50.05,-59.15,60.22,3.30,4.87,11.70
30.09,4,0,1,100523.54,20.05,141.72,219,-0.25,0.41,0.89,-2.07,-10.85,-290.91,47.31,-56.59,62.50,3.30,4.87,11.67
30.11,4,0,1,100511.45,20.04,142.73,220,-0.17,0.28,0.82,-0.73,-15.43,-287.74,44.87,-54.04,64.47,3.30,4.87,11.70
30.13,4,0,1,100508.03,20.04,143.01,221,-0.19,0.26,0.89,-1.28,-19.63,-285.12,42.68,-51.48,66.18,3.30,4.86,11.83
30.15,4,0,1,100511.45,20.04,142.73,222,-0.23,0.31,0.90,-0.24,-23.41,-283.11,40.66,-48.93,67.70,3.30,4.88,11.83
30.17,4,0,1,100519.20,20.05,142.08,223,-0.12,0.26,0.82,1.28,-26.71,-283.23,38.80,-46.35,69.05,3.30,4.88,11.79
30.20,4,0,1,100527.84,20.04,141.36,224,-0.10,0.23,0.86,5.00,-29.82,-284.51,37.06,-43.75,70.29,3.30,4.88,11.73
30.22,4,0,1,100533.89,20.05,140.85,225,-0.09,0.28,0.81,7.13,-30.85,-287.01,35.45,-41.10,71.42,3.30,4.88,11.65
30.24,4,0,1,100538.19,20.06,140.49,226,-0.11,0.33,0.84,10.06,-32.32,-289.88,33.92,-38.41,72.45,3.30,4.87,11.88
30.26,4,0,1,100551.13,20.06,139.41,227,-0.08,0.26,0.87,12.99,-32.68,-292.87,32.50,-35.67,73.39,3.30,4.87,11.65
30.28,4,0,1,100546.83,20.05,139.77,228,-0.10,0.26,0.91,15.73,-32.62,-296.16,31.16,-32.89,74.26,3.30,4.88,11.68
30.31,4,0,1,100553.73,20.04,139.19,229,-0.08,0.29,0.88,17.99,-31.22,-299.82,29.92,-30.05,75.04,3.29,4.87,11.79
30.33,4,0,1,100561.48,20.06,138.54,230,0.00,0.30,0.92,21.22,-28.84,-303.90,28.76,-27.16,75.75,3.30,4.87,11.76
30.35,4,0,1,100552.84,20.05,139.27,231,0.06,0.33,0.86,22.50,-24.21,-306.46,27.71,-24.23,76.37,3.30,4.87,11.18
30.37,4,0,1,100555.44,20.05,139.05,232,0.03,0.40,0.91,22.93,-19.94,-310.18,26.76,-21.24,76.91,3.30,4.87,11.73
30.39,4,0,1,100561.48,20.06,138.54,233,0.03,0.43,0.90,22.87,-16.34,-312.62,25.87,-18.21,77.38,3.30,4.87,11.99
30.41,4,0,1,100564.95,20.05,138.25,234,-0.05,0.46,0.88,21.95,-12.32,-314.15,25.06,-15.15,77.77,3.30,4.87,11.92
30.43,4,0,1,100577.01,20.05,137.25,235,-0.08,0.53,0.92,19.51,-9.94,-315.85,24.30,-12.05,78.08,3.30,4.87,12.05
30.45,4,0,1,100561.48,20.06,138.54,236,-0.12,0.47,0.85,15.85,-6.77,-318.66,23.58,-8.92,78.31,3.30,4.87,12.02
30.47,4,0,1,100582.19,20.05,136.81,237,-0.24,0.50,0.88,12.20,-6.10,-321.28,22.88,-5.76,78.45,3.30,4.87,12.05
30.50,4,0,1,100575.30,20.05,137.39,238,-0.32,0.53,0.86,9.57,-7.13,-323.29,22.17,-2.57,78.54,3.30,4.87,12.02
30.52,4,0,1,100576.14,20.05,137.32,239,-0.37,0.38,0.88,4.76,-8.66,-327.38,21.44,0.65,78.54,3.30,4.87,11.88
30.54,4,0,1,100587.36,20.06,136.38,240,-0.40,0.28,0.89,2.99,-10.43,-330.67,20.67,3.90,78.48,3.30,4.87,11.83
30.56,4,0,1,100589.97,20.06,136.16,241,-0.46,0.28,0.83,-0.37,-13.29,-333.48,19.86,7.18,78.33,3.30,4.87,11.68
30.58,4,0,1,100596.02,20.05,135.66,242,-0.47,0.21,0.93,-0.67,-16.59,-336.40,19.00,10.47,78.13,3.30,4.88,11.68
30.60,4,0,1,100593.42,20.05,135.87,243,-0.47,0.10,0.91,-0.61,-21.04,-338.66,18.06,13.77,77.87,3.30,4.87,11.68
30.62,4,0,1,100606.37,20.05,134.79,244,-0.42,0.19,0.87,-1.89,-24.76,-338.90,17.04,17.05,77.52,3.30,4.87,11.75
30.64,4,0,1,100605.50,20.04,134.86,245,-0.41,0.15,0.91,-3.54,-27.07,-337.13,15.96,20.31,77.08,3.30,4.87,11.75
30.66,4,0,1,100608.95,20.05,134.58,246,-0.46,0.04,0.91,-1.40,-32.26,-331.46,14.78,23.49,76.57,3.30,4.88,11.75
30.68,4,0,1,100617.57,20.04,133.85,247,-0.41,-0.01,0.90,0.73,-36.95,-325.55,13.51,26.58,75.98,3.29,4.88,11.75
30.71,4,0,1,100618.44,20.04,133.78,248,-0.32,-0.13,0.87,4.63,-40.85,-317.87,12.13,29.58,75.32,3.30,4.88,11.62
30.73,4,0,1,100615.88,20.03,134.00,249,-0.32,-0.12,0.87,10.37,-43.41,-313.05,10.66,32.51,74.61,3.30,4.86,11.65
30.75,4,0,1,100619.33,20.03,133.71,250,-0.23,-0.19,0.83,14.33,-44.70,-309.63,9.09,35.38,73.83,3.30,4.87,11.60
30.78,4,0,1,100620.16,20.04,133.64,251,-0.11,-0.20,0.88,21.28,-44.45,-307.20,7.41,38.20,72.99,3.29,4.87,11.62
30.80,4,0,1,100626.22,20.03,133.13,252,0.03,-0.16,0.82,25.67,-42.20,-306.77,5.65,41.00,72.08,3.30,4.88,11.65
30.82,4,0,1,100630.52,20.04,132.77,253,0.05,-0.18,0.83,31.10,-39.09,-308.11,3.78,43.80,71.08,3.30,4.87,11.79
30.84,4,0,1,100636.58,20.03,132.27,254,0.05,-0.12,0.88,34.94,-36.83,-310.24,1.76,46.59,69.96,3.29,4.88,11.76
30.86,4,0,1,100649.52,20.03,131.19,255,0.17,-0.10,0.92,39.02,-32.44,-311.95,359.60,49.38,68.70,3.30,4.87,11.76
30.88,4,0,1,100649.52,20.03,131.19,256,0.09,0.01,0.85,41.16,-28.41,-312.50,357.26,52.15,67.27,3.30,4.87,11.76
30.90,4,0,1,100649.50,20.04,131.19,257,0.17,0.04,0.90,41.71,-24.76,-312.13,354.71,54.89,65.60,3.30,4.88,11.73
30.92,4,0,1,100656.40,20.04,130.61,258,0.24,0.14,0.85,43.41,-19.33,-312.56,351.92,57.59,63.68,3.30,4.91,12.02
30.95,4,0,1,100658.16,20.03,130.46,259,0.22,0.17,0.89,42.20,-13.78,-313.72,348.80,60.28,61.41,3.30,4.89,12.02
30.97,4,0,1,100657.27,20.04,130.54,260,0.17,0.10,0.93,41.65,-10.00,-316.28,345.20,62.93,58.64,3.30,4.88,12.00
30.99,4,0,1,100652.98,20.03,130.90,261,0.15,0.07,0.86,41.10,-5.37,-320.30,340.98,65.56,55.22,3.30,4.88,12.02
31.01,4,0,1,100662.45,20.03,130.10,262,0.16,0.25,0.88,39.27,-2.56,-324.51,335.88,68.09,50.91,3.30,4.87,11.88
31.03,4,0,1,100672.81,20.03,129.24,263,0.15,0.22,0.83,35.49,2.93,-330.37,329.62,70.52,45.39,3.30,4.87,11.86
31.05,4,0,1,100667.64,20.03,129.67,264,0.02,0.29,0.87,32.20,5.79,-336.10,321.69,72.75,38.18,3.30,4.87,11.88
31.07,4,0,1,100672.81,20.03,129.24,265,0.01,0.29,0.91,30.43,5.00,-344.02,311.49,74.64,28.68,3.30,4.87,11.89
31.09,4,0,1,100671.11,20.02,129.38,266,-0.02,0.19,0.87,27.44,7.13,-346.65,298.91,75.99,16.77,3.30,4.88,11.89
31.12,4,0,1,100685.76,20.03,128.16,267,-0.05,0.28,0.88,22.38,7.80,-348.23,284.47,76.61,2.97,3.30,4.87,11.89
31.14,4,0,1,100692.63,20.04,127.58,268,-0.01,0.28,0.92,24.21,7.07,-348.29,269.63,76.37,-11.22,3.29,4.87,11.89
31.16,4,0,1,100697.81,20.04,127.15,269,-0.08,0.32,0.95,21.59,7.20,-346.77,256.14,75.32,-24.08,3.30,4.87,11.89
31.18,4,0,1,100702.16,20.03,127.22,270,-0.05,0.24,0.93,19.27,8.35,-346.52,244.84,73.64,-34.76,3.30,4.86,11.89
31.21,4,0,1,100706.46,20.03,126.43,271,0.01,0.25,0.96,16.40,8.05,-346.46,235.83,71.48,-43.19,3.30,4.85,11.75
31.23,4,0,1,100701.28,20.03,126.86,272,0.04,0.24,0.94,16.59,10.06,-348.72,228.65,68.99,-49.76,3.30,4.85,11.73
31.25,4,0,1,100704.74,20.03,126.57,273,-0.05,0.27,0.88,13.66,11.10,-351.77,222.92,66.25,-54.91,3.30,4.86,11.73
31.27,4,0,1,100707.33,20.03,126.36,274,-0.11,0.31,0.91,10.30,12.32,-354.45,218.27,63.33,-58.99,3.30,4.87,11.71
31.29,4,0,1,100721.11,20.04,125.21,275,-0.13,0.26,0.92,9.70,11.89,-358.48,214.44,60.25,-62.24,3.30,4.86,11.47
31.32,4,0,1,100723.70,20.04,124.99,276,-0.24,0.28,0.94,7.62,10.85,-359.39,211.28,57.08,-64.83,3.30,4.87,11.86
31.34,4,0,1,100728.88,20.04,124.56,277,-0.28,0.31,0.96,6.89,9.27,-359.15,208.64,53.84,-66.91,3.29,4.88,11.92
31.36,4,0,1,100722.86,20.03,124.41,278,-0.21,0.37,0.93,1.65,9.76,-356.59,206.37,50.58,-68.65,3.30,4.87,11.92
31.38,4,0,1,100736.64,20.04,123.91,279,-0.24,0.30,0.85,-2.38,9.94,-353.35,204.41,47.32,-70.11,3.30,4.87,12.02
31.40,4,0,1,100740.09,20.04,123.62,280,-0.45,0.22,0.93,-5.61,5.67,-351.59,202.74,44.03,-71.32,3.30,4.87,12.02
31.42,4,0,1,100732.33,20.04,124.27,281,-0.43,0.15,0.92,-3.90,1.95,-347.44,201.30,40.75,-72.28,3.30,4.88,12.04
31.44,4,0,1,100751.31,20.05,122.68,282,-0.44,0.18,0.92,-6.95,-1.89,-342.62,200.07,37.49,-73.08,3.30,4.87,11.91
31.46,4,0,1,100734.05,20.04,124.13,0,-0.41,0.10,0.88,-5.00,-5.79,-340.67,198.98,34.23,-73.71,3.29,4.88,11.75
31.49,4,0,1,100745.27,20.04,123.19,1,-0.43,0.03,0.90,-5.43,-8.96,-338.96,198.02,30.96,-74.23,3.30,4.87,11.75
31.51,4,0,1,100759.94,20.04,121.96,2,-0.41,-0.11,0.88,-2.50,-13.35,-336.65,197.17,27.69,-74.62,3.29,4.87,11.75
31.53,4,0,1,100746.14,20.05,123.12,3,-0.37,-0.25,0.85,0.12,-15.55,-336.22,196.39,24.42,-74.90,3.30,4.88,11.73
31.55,4,0,1,100751.31,20.05,122.68,4,-0.31,-0.21,0.84,3.54,-16.95,-332.38,195.66,21.17,-75.08,3.30,4.87,11.62
31.57,4,0,1,100760.80,20.04,121.89,5,-0.29,-0.27,0.90,7.87,-18.29,-327.13,194.98,17.97,-75.17,3.30,4.88,11.67
31.59,4,0,1,100772.88,20.04,120.88,6,-0.26,-0.29,0.90,11.22,-18.60,-320.55,194.34,14.83,-75.17,3.30,4.87,11.70
31.61,4,0,1,100765.98,20.04,121.46,7,-0.20,-0.32,0.87,15.79,-18.17,-314.57,193.70,11.74,-75.10,3.30,4.87,11.73
31.63,4,0,1,100782.38,20.05,120.09,8,-0.20,-0.23,0.86,19.21,-18.11,-306.83,193.09,8.74,-74.95,3.30,4.87,11.75
31.65,4,0,1,100777.20,20.05,120.52,9,-0.07,-0.36,0.87,22.99,-13.84,-301.46,192.44,5.79,-74.73,3.30,4.87,11.73
31.67,4,0,1,100786.69,20.04,119.73,10,-0.03,-0.35,0.93,26.59,-11.22,-296.46,191.77,2.90,-74.45,3.30,4.88,11.71
31.70,4,0,1,100785.81,20.04,119.80,11,0.05,-0.30,0.88,31.28,-5.37,-294.45,191.02,0.04,-74.09,3.30,4.87,11.60
31.72,4,0,1,100787.57,20.03,119.66,12,0.03,-0.21,0.89,33.05,-2.01,-295.18,190.22,-2.80,-73.67,3.30,4.88,11.59
31.74,4,0,1,100794.47,20.03,119.08,13,0.14,-0.29,0.88,33.60,3.48,-296.04,189.34,-5.64,-73.20,3.30,4.85,11.60
31.76,4,0,1,100799.64,20.03,118.65,14,0.10,-0.22,0.90,33.66,7.56,-297.62,188.38,-8.47,-72.68,3.30,4.87,11.62
31.79,4,0,1,100815.17,20.03,117.35,15,0.13,-0.18,0.90,32.93,10.85,-299.76,187.34,-11.30,-72.10,3.30,4.87,11.62
31.81,4,0,1,100809.13,20.02,117.86,16,0.13,-0.14,0.92,31.46,14.70,-300.49,186.22,-14.12,-71.47,3.30,4.87,11.76
31.83,4,0,1,100815.17,20.03,117.35,17,0.06,-0.17,0.90,28.84,17.62,-299.94,185.02,-16.90,-70.80,3.29,4.87,11.71
31.85,4,0,1,100820.34,20.03,116.92,18,-0.06,-0.08,0.87,26.16,19.45,-297.13,183.76,-19.62,-70.08,3.30,4.87,11.67
31.87,4,0,1,100813.47,20.02,117.50,19,-0.01,-0.04,0.84,22.38,18.90,-293.78,182.46,-22.30,-69.33,3.30,4.87,11.96
31.89,4,0,1,100819.48,20.02,116.99,20,-0.06,-0.02,0.89,20.73,19.51,-290.06,181.09,-24.92,-68.51,3.30,4.89,11.89
31.91,4,0,1,100831.59,20.02,115.98,21,-0.03,0.08,0.95,17.26,17.62,-285.24,179.69,-27.50,-67.67,3.30,4.87,11.96
31.93,4,0,1,100822.94,20.03,116.71,22,-0.01,-0.02,0.92,13.84,17.80,-283.90,178.22,-30.03,-66.76,3.30,4.87,11.94
31.95,4,0,1,100826.41,20.02,116.42,23,-0.14,-0.06,0.90,11.71,15.98,-281.22,176.69,-32.52,-65.79,3.30,4.88,12.02
31.98,4,0,1,100839.35,20.02,115.34,24,-0.09,0.00,0.88,10.00,12.38,-277.99,175.11,-34.97,-64.76,3.30,4.87,12.00
32.00,4,0,1,100830.72,20.01,116.06,25,-0.11,-0.17,0.88,10.00,11.28,-274.15,173.46,-37.36,-63.64,3.30,4.88,12.00
32.02,4,0,1,100844.53,20.02,114.90,26,-0.12,-0.22,0.87,9.94,7.99,-270.12,171.76,-39.69,-62.44,3.30,4.87,11.86
32.04,4,0,1,100837.61,20.01,115.48,27,-0.01,-0.23,0.87,12.44,6.16,-267.26,169.97,-41.99,-61.09,3.30,4.87,11.86
32.06,4,0,1,100847.97,20.01,114.62,28,-0.02,-0.18,0.92,14.15,4.39,-266.28,168.06,-44.24,-59.60,3.30,4.87,11.86
32.08,4,0,1,100847.97,20.01,114.62,29,-0.04,-0.21,0.90,16.95,2.74,-267.68,165.99,-46.48,-57.92,3.30,4.87,11.89
32.10,4,0,1,100855.73,20.01,113.97,30,-0.04,-0.13,0.94,21.95,1.89,-268.54,163.73,-48.68,-55.99,3.30,4.87,11.89
32.12,4,0,1,100865.25,20.00,113.18,31,0.04,-0.06,0.88,22.87,1.52,-268.60,161.25,-50.84,-53.83,3.29,4.87,11.89
32.14,4,0,1,100857.48,20.00,113.82,32,0.06,-0.05,0.87,24.45,3.23,-266.22,158.52,-52.90,-51.39,3.30,4.88,11.89
32.17,4,0,1,100861.79,20.00,113.46,33,0.04,0.03,0.97,26.95,3.72,-263.90,155.51,-54.87,-48.66,3.30,4.88,12.02
32.19,4,0,1,100869.55,20.01,112.82,34,0.02,-0.02,0.96,28.90,4.09,-262.13,152.20,-56.72,-45.60,3.30,4.87,12.04
32.21,4,0,1,100878.19,20.00,112.10,35,0.11,0.05,0.97,30.85,5.85,-259.76,148.54,-58.44,-42.17,3.30,4.88,11.88
32.24,4,0,1,100876.44,20.01,112.24,36,0.01,0.15,0.94,30.12,8.17,-257.68,144.50,-60.00,-38.37,3.30,4.85,11.92
32.26,4,0,1,100880.78,20.00,111.88,37,-0.03,0.17,0.93,30.85,9.70,-258.05,140.04,-61.41,-34.14,3.30,4.88,11.88
32.28,4,0,1,100895.42,20.01,110.66,38,0.06,0.21,0.93,30.55,11.04,-260.00,135.10,-62.64,-29.44,3.30,4.87,11.73
32.30,4,0,1,100892.84,20.01,110.88,39,0.07,0.20,0.94,27.80,13.96,-262.93,129.67,-63.66,-24.29,3.30,4.87,11.91
32.32,4,0,1,100883.37,20.00,111.66,40,-0.15,0.33,0.91,25.61,14.39,-266.28,123.79,-64.45,-18.72,3.30,4.87,12.05
32.34,4,0,1,100891.12,20.02,111.02,41,-0.16,0.38,0.90,23.54,13.48,-268.60,117.55,-65.00,-12.83,3.30,4.88,11.92
32.36,4,0,1,100917.00,20.02,108.86,42,-0.30,0.37,0.93,21.04,13.05,-269.33,111.11,-65.27,-6.76,3.30,4.87,11.83
32.38,4,0,1,100905.78,20.01,109.80,43,-0.35,0.38,0.88,16.77,11.95,-269.51,104.59,-65.27,-0.66,3.30,4.87,11.79
32.40,4,0,1,100902.31,20.02,110.09,44,-0.34,0.40,0.91,14.82,9.76,-267.87,98.18,-65.00,5.32,3.30,4.75,11.76
32.42,4,0,1,100917.84,20.02,108.79,45,-0.42,0.34,0.92,13.35,7.07,-265.00,92.02,-64.49,11.03,3.30,4.87,11.76
32.45,4,0,1,100917.00,20.02,108.86,46,-0.51,0.33,0.96,9.76,3.78,-260.12,86.24,-63.77,16.34,3.30,4.87,11.78
32.47,4,0,1,100920.42,20.02,108.58,47,-0.58,0.35,0.97,9.82,-0.06,-254.45,80.86,-62.88,21.24,3.30,4.87,11.79
32.49,4,0,1,100922.18,20.01,108.43,48,-0.59,0.24,0.97,8.17,-4.51,-246.28,75.97,-61.88,25.66,3.30,4.87,11.79
32.51,4,0,1,100923.02,20.02,108.36,49,-0.57,0.17,0.95,8.66,-8.05,-239.57,71.49,-60.77,29.66,3.30,4.88,11.79
32.53,4,0,1,100933.38,20.02,107.50,50,-0.57,0.13,1.00,10.85,-12.44,-230.61,67.44,-59.62,33.28,3.30,4.88,11.78
32.55,4,0,1,100942.89,20.02,106.70,51,-0.58,0.09,0.94,11.77,-16.52,-223.78,63.74,-58.41,36.56,3.30,4.88,11.79
32.57,4,0,1,100937.71,20.02,107.13,52,-0.58,-0.00,0.91,14.21,-20.00,-216.28,60.36,-57.18,39.54,3.29,4.88,11.79
32.59,4,0,1,100948.06,20.02,106.27,53,-0.62,-0.03,0.91,19.57,-24.45,-209.09,57.26,-55.94,42.31,3.30,4.87,11.78
32.61,4,0,1,100951.49,20.02,105.99,54,-0.48,-0.02,0.90,23.17,-27.13,-202.68,54.40,-54.69,44.87,3.30,4.87,11.78
32.63,4,0,1,100958.42,20.02,105.41,55,-0.50,-0.11,0.90,26.46,-28.23,-197.87,51.78,-53.42,47.23,3.30,4.87,11.79
32.66,4,0,1,100957.55,20.01,105.48,56,-0.46,-0.08,0.87,32.50,-29.39,-193.05,49.35,-52.13,49.46,3.30,4.88,11.57
32.68,4,0,1,100961.86,20.01,105.12,57,-0.39,-0.08,0.86,36.34,-29.70,-188.23,47.12,-50.82,51.54,3.30,4.87,11.60
32.71,4,0,1,100952.38,20.01,105.05,58,-0.35,-0.22,0.87,41.95,-28.05,-183.60,45.09,-49.50,53.49,3.30,4.86,11.47
32.73,4,0,1,100973.95,20.00,104.11,59,-0.32,-0.20,0.87,46.95,-27.56,-179.94,43.22,-48.16,55.33,3.30,4.87,11.47
32.75,4,0,1,100968.78,20.00,104.11,60,-0.19,0.01,0.83,48.05,-23.90,-178.29,41.52,-46.78,57.03,3.29,4.86,11.62
32.77,4,0,1,100971.38,20.00,104.33,61,-0.22,-0.01,0.88,51.59,-21.10,-176.59,39.96,-45.36,58.63,3.30,4.87,11.79
32.79,4,0,1,100978.27,20.00,103.75,62,-0.24,0.05,0.91,52.93,-18.96,-176.59,38.52,-43.90,60.13,3.30,4.85,11.73
32.81,4,0,1,100980.85,20.00,103.54,63,-0.17,-0.01,0.90,51.71,-14.09,-176.77,37.23,-42.39,61.50,3.30,4.87,11.91
